Accout Number,Property Type,Property Address Street Number,Property Address Street Dir,Property Address Street Name,Property Address Street Suffix,Property Address Unit Number,Location,Design,Quality,Eff Yr Built,Above Grd SF,Basemt Tot SF,Basemt Fin SF,Basemt Unf SF,Garage Type,Garage SF,Est Land SF,Reception No,Distress Sale,Sale Date (Mon-Yr),Sale Price,Time Adjust Sales Price,Market Area,lat,lon
R0012901,Res,4250,,EVANS,DR,,BOULDER,Ranch,Average,1972,"1,439","1,439",784,655,Multiple,638,"8,084",3927329,No,2021-11-08 00:00:00,"$805,000","$902,600",105,40.0032386,-105.24012632681404
R0014295,Res,4264,,EVANS,DR,,BOULDER,Split-Level,Average,1993,"1,574",600,600,0,Attached,424,"8,173",3817965,No,2020-09-21 00:00:00,"$793,200","$1,093,300",105,40.00362675,-105.24022702983557
R0071752,Res,1089,,FAIRWAY,CT,,BOULDER,2-3 Story,Good,1979,"2,268",0,0,0,Attached,441,"19,871",3817929,No,2020-09-22 00:00:00,"$810,000","$1,116,400",105,40.00705015,-105.22375914256187
R0060268,Res,5016,,FORSYTHE,PL,,BOULDER,2-3 Story,Good,1990,"2,420",882,802,80,Attached,483,"8,860",3880748,No,2021-04-26 00:00:00,"$1,415,000","$1,835,700",105,40.0082841,-105.23210977500052
R0060263,Res,5166,,FORSYTHE,PL,,BOULDER,2-3 Story,Good,1989,"2,366","1,354",0,"1,354",Attached,400,"8,988",3759637,No,2020-01-07 00:00:00,"$925,000","$1,366,300",105,40.00833315,-105.23066606283702
R0015465,Res,300,,FOX,DR,,BOULDER,Split-Level,Average,1985,"2,856",772,580,192,Attached,648,"13,409",3924591,No,2021-10-26 00:00:00,"$1,425,000","$1,634,600",105,39.99469085,-105.24366900875424
R0111043,Res,4787,,FRANKLIN,DR,,BOULDER,2-3 Story,Good,1992,"2,320","1,127",0,"1,127",Attached,400,"5,613",3967619,No,2022-06-16 00:00:00,"$1,078,000","$1,078,000",105,40.0324679,-105.24196754849793
R0111057,Res,4804,,FRANKLIN,DR,,BOULDER,2-3 Story,Good,2000,"2,398","1,380","1,380",0,Attached,400,"5,435",3869679,No,2021-03-19 00:00:00,"$1,120,000","$1,465,600",105,40.0318833,-105.24175465179746
R0111048,Res,4888,,FRANKLIN,DR,,BOULDER,2-3 Story,Good,1992,"1,992","1,072",0,"1,072",Attached,400,"4,631",3959530,No,2022-04-21 00:00:00,"$975,000","$975,000",105,40.03204305,-105.23999535719082
R0110048,Res,4900,,FRANKLIN,DR,,BOULDER,2-3 Story,Good,1999,"1,776",980,882,98,Attached,400,"5,252",3936885,No,2021-12-20 00:00:00,"$950,000","$1,041,000",105,40.0322352,-105.23930013546192
R0110022,Res,4963,,FRANKLIN,DR,,BOULDER,Ranch,Average,2003,"1,216",626,626,0,Attached,400,"4,869",3885366,No,2021-05-10 00:00:00,"$745,000","$958,100",105,40.0329102,-105.23736875489804
R0110047,Res,4970,,FRANKLIN,DR,,BOULDER,Ranch,Good,1993,"1,447",776,0,776,Attached,400,"4,916",3753193,No,2019-12-05 00:00:00,"$712,000","$1,060,800",105,40.0327034,-105.23772855398136
R0060285,Res,5004,,GALLATIN,PL,,BOULDER,2-3 Story,Good,1995,"2,318",910,910,0,Attached,624,"8,844",3939413,No,2022-01-05 00:00:00,"$1,561,100","$1,670,900",105,40.00904655,-105.23243174247406
R0060290,Res,5137,,GALLATIN,PL,,BOULDER,2-3 Story,Good,1993,"2,352","1,064",532,532,Attached,441,"9,305",3821354,No,2020-10-02 00:00:00,"$972,500","$1,324,700",105,40.009518,-105.2309568325949
R0074973,Res,5216,,GALLATIN,PL,,BOULDER,2-3 Story,Good,1983,"2,626",696,696,0,Attached,483,"12,403",3933268,No,2021-12-06 00:00:00,"$1,102,500","$1,204,800",105,40.00843025,-105.2296656
R0074978,Res,5262,,GALLATIN,PL,,BOULDER,Split-Level,Good,2003,"2,915",910,819,91,Attached,624,"9,850",3813009,No,2020-09-03 00:00:00,"$1,150,000","$1,585,000",105,40.00908765,-105.22875265
R0104687,Res,3101,,GAMOW,LN,,BOULDER,2-3 Story,Average,2009,"1,393",576,518,58,Attached,420,"4,143",3745358,No,2019-10-24 00:00:00,"$705,000","$1,059,500",105,40.03114955,-105.2416695522574
R0104693,Res,3109,,GATLING,LN,,BOULDER,2-3 Story,Average,1990,"1,209",491,0,491,Attached,400,"2,219",3925934,No,2021-10-25 00:00:00,"$728,000","$835,100",105,40.0312479,-105.2412571100721
R0099748,Res,53,,GENESEE,CT,,BOULDER,2-3 Story,Good,1984,"1,368",700,622,78,Detached,400,"5,125",3930030,No,2021-11-18 00:00:00,"$735,000","$824,100",105,39.987018500000005,-105.22449158776632
R0099750,Res,56,,GENESEE,CT,,BOULDER,2-3 Story,Average,1996,"1,152",576,576,0,Attached,300,"2,886",3845885,No,2020-12-14 00:00:00,"$623,000","$836,700",105,39.9870168,-105.22411732882506
R0099768,Res,112,,GENESEE,CT,,BOULDER,2-3 Story,Good,2010,"1,343",678,378,300,Attached,315,"3,600",3940692,No,2022-01-14 00:00:00,"$785,000","$835,400",105,39.9880855,-105.22390064467768
R0099767,Res,116,,GENESEE,CT,,BOULDER,2-3 Story,Good,1999,"1,425",609,609,0,Attached,420,"3,855",3802782,No,2020-07-29 00:00:00,"$769,000","$1,077,900",105,39.9881949,-105.22389367509356
R0099764,Res,126,,GENESEE,CT,,BOULDER,Split-Level,Average,1999,"1,806",174,0,174,Attached,480,"5,783",3754890,No,2019-12-12 00:00:00,"$785,000","$1,169,600",105,39.9884384,-105.2241110978958
R0099763,Res,127,,GENESEE,CT,,BOULDER,Split-Level,Average,2002,"2,116",0,0,0,Attached,480,"5,817",3812449,No,2020-08-14 00:00:00,"$790,000","$1,094,900",105,39.9884338,-105.22433596963236
R0111039,Res,4816,,GIBBS,AVE,,BOULDER,2-3 Story,Good,2000,"2,088","1,138",0,"1,138",Attached,440,"4,987",3792000,No,2020-06-09 00:00:00,"$795,000","$1,124,600",105,40.03256585,-105.24149101764706
R0010146,Res,725,,GILPIN,DR,,BOULDER,Bi-Level,Average,1995,"1,788",0,0,0,Attached,264,"7,834",3799962,No,2020-07-20 00:00:00,"$900,000","$1,262,200",105,40.0008683,-105.24395905
R0012544,Res,735,,GILPIN,DR,,BOULDER,Split-Level,Average,1990,"1,426",575,518,57,Attached,253,"7,454",3919677,No,2021-10-08 00:00:00,"$826,000","$947,500",105,40.00102675,-105.24396284949162
R0010118,Res,740,,GILPIN,DR,,BOULDER,Ranch,Average,2005,"1,181","1,161","1,019",142,Attached,275,"7,937",3894757,No,2021-06-18 00:00:00,"$1,105,000","$1,389,000",105,40.0011151,-105.24350382491942
R0012483,Res,840,,GILPIN,DR,,BOULDER,Bi-Level,Average,1986,"1,660",128,0,128,Attached,264,"7,686",3895037,No,2021-06-21 00:00:00,"$915,000","$1,150,200",105,40.0028061,-105.24351465
R0009913,Res,855,,GILPIN,DR,,BOULDER,Bi-Level,Average,2000,"1,788",0,0,0,Attached,264,"7,024",3902719,No,2021-07-23 00:00:00,"$1,000,000","$1,228,600",105,40.0029574,-105.24396768926492
R0010426,Res,4125,,GILPIN,DR,,BOULDER,Ranch,Average,1993,"1,073","1,073",927,146,Multiple,508,"7,047",3809799,No,2020-08-24 00:00:00,"$730,000","$1,009,400",105,40.00083285,-105.2420879
R0010770,Res,1175,,HANCOCK,DR,,BOULDER,2-3 Story,Good,2005,"1,779",738,738,0,Attached,566,"7,888",3812688,No,2020-08-31 00:00:00,"$905,000","$1,258,200",105,40.00911085,-105.23769164885611
R0013879,Res,4745,,HANCOCK,DR,,BOULDER,2-3 Story,Good,1990,"1,965",494,445,49,Attached,513,"7,954",3966521,No,2022-06-10 00:00:00,"$1,210,000","$1,208,400",105,40.007952450000005,-105.2363782
R0014147,Res,4760,,HANCOCK,DR,,BOULDER,2-3 Story,Good,1980,"2,206","1,344",0,"1,344",Attached,552,"8,481",3951005,No,2022-03-12 00:00:00,"$1,180,000","$1,207,300",105,40.0075748,-105.235878419349
R0012272,Res,4715,,HARRISON,AVE,,BOULDER,Ranch,Good,1980,"1,583","1,037","1,037",0,Attached,394,"10,661",3863340,No,2021-02-24 00:00:00,"$857,000","$1,131,200",105,40.009362,-105.2361662371305
R0504709,Res,101,,HICKORY,AVE,,BOULDER,Ranch,Good,1995,"1,817",0,0,0,Detached,864,"34,734",3893402,No,2021-06-04 00:00:00,"$1,160,000","$1,458,100",105,40.0021642,-105.2331619255636
R0037843,Res,5320,,HICKORY,AVE,,BOULDER,Split-Level,Good,2002,"1,866",0,0,0,Attached,624,"10,617",3840379,No,2020-11-30 00:00:00,"$900,000","$1,219,200",105,40.00302315,-105.22735876657302
R0015191,Res,240,,HOPI,PL,,BOULDER,Ranch,Good,1990,"2,565",800,0,800,Attached,591,"15,666",3959599,No,2022-04-28 00:00:00,"$1,825,000","$1,825,000",105,39.99287005,-105.2427020878601
R0015180,Res,295,,HOPI,PL,,BOULDER,Ranch,Good,2005,"2,710","1,138",0,"1,138",Attached,575,"14,557",3830428,No,2020-11-04 00:00:00,"$1,300,000","$1,761,100",105,39.99376475,-105.24327330958482
R0015290,Res,300,,HOPI,PL,,BOULDER,Ranch,Good,1994,"2,758","1,572","1,416",156,Attached,552,"14,268",3925134,No,2021-10-26 00:00:00,"$1,500,000","$1,720,700",105,39.9940798,-105.2425681835815
R0015343,Res,325,,HOPI,PL,,BOULDER,Split-Level,Good,2010,"3,578",870,0,870,Attached,480,"14,512",3838080,No,2020-12-01 00:00:00,"$1,550,000","$2,074,900",105,39.99468855,-105.24321589007909
R0087724,Res,4847,,HOPKINS,PL,,BOULDER,2-3 Story,Good,2004,"1,559",798,718,80,Attached,398,"4,164",3864447,No,2021-03-01 00:00:00,"$815,000","$1,066,500",105,40.035713,-105.24143569911892
R0087725,Res,4855,,HOPKINS,PL,,BOULDER,2-3 Story,Good,2007,"1,494",796,557,239,Attached,400,"5,104",3871595,No,2021-03-23 00:00:00,"$793,000","$1,026,600",105,40.0357829,-105.24132928317276
R0087725,Res,4855,,HOPKINS,PL,,BOULDER,2-3 Story,Good,1988,"1,494",796,557,239,Attached,400,"5,104",3839816,No,2020-11-30 00:00:00,"$530,000","$718,000",105,40.0357829,-105.24132928317276
R0087726,Res,4859,,HOPKINS,PL,,BOULDER,2-3 Story,Good,2005,"1,559",798,718,80,Attached,398,"4,605",3739629,No,2019-09-26 00:00:00,"$710,000","$1,063,300",105,40.0356967,-105.24116484337864
R0087727,Res,4863,,HOPKINS,PL,,BOULDER,2-3 Story,Good,1989,"1,332",631,567,64,Attached,400,"4,564",3755441,No,2019-12-11 00:00:00,"$578,000","$861,200",105,40.035527849999994,-105.24105125810505
R0087706,Res,4886,,HOPKINS,PL,,BOULDER,2-3 Story,Good,2007,"1,428",655,589,66,Attached,400,"4,013",3836328,No,2020-11-18 00:00:00,"$734,000","$992,300",105,40.035033299999995,-105.24078265193192
R0087762,Res,4896,,HOPKINS,PL,,BOULDER,2-3 Story,Good,2005,"1,559",798,718,80,Attached,398,"3,820",3917158,No,2021-09-27 00:00:00,"$890,000","$1,042,800",105,40.03512365,-105.23967600188983
R0099817,Res,68,,HURON,CT,,BOULDER,2-3 Story,Good,1995,"1,075",474,474,0,Attached,380,"2,870",3943821,No,2022-02-04 00:00:00,"$852,000","$891,900",105,39.9872301,-105.22251089934096
R0099784,Res,104,,HURON,CT,,BOULDER,2-3 Story,Average,2000,"1,357",676,560,116,Attached,361,"5,297",3895682,No,2021-06-24 00:00:00,"$883,000","$1,109,900",105,39.9878842,-105.22261622458804
R0099773,Res,115,,HURON,CT,,BOULDER,2-3 Story,Good,1993,"1,104",452,452,0,Attached,399,"3,555",3898958,No,2021-06-02 00:00:00,"$827,000","$1,039,500",105,39.9880895,-105.2231723294626
R0015526,Res,5110,,ILLINI,WAY,,BOULDER,Split-Level,Average,1997,"1,838",650,0,650,Attached,525,"13,186",3815870,No,2020-09-11 00:00:00,"$715,000","$985,500",105,39.98780205,-105.2308442509077
R0015161,Res,5175,,ILLINI,WAY,,BOULDER,Bi-Level,Average,1992,"1,850",0,0,0,Attached,325,"7,130",3800042,No,2020-07-15 00:00:00,"$750,200","$1,052,100",105,39.98823235,-105.22984574760034
R0015576,Res,5315,,ILLINI,WAY,,BOULDER,Split-Level,Average,1985,"1,721",575,575,0,Attached,525,"8,275",3839149,No,2020-11-25 00:00:00,"$785,000","$1,056,700",105,39.98822505,-105.2280888001894
R0015529,Res,5415,,ILLINI,WAY,,BOULDER,2-3 Story,Average,1985,"1,620",810,810,0,Attached,567,"9,819",3817896,No,2020-09-16 00:00:00,"$650,500","$896,200",105,39.98823175,-105.22717606892267
R0099723,Res,5441,,ILLINI,WAY,,BOULDER,2-3 Story,Good,2010,"2,414","1,134","1,134",0,Attached,716,"10,791",3972331,No,2022-07-11 00:00:00,"$1,795,000","$1,791,100",105,39.9883548,-105.2257469028395
R0099725,Res,5453,,ILLINI,WAY,,BOULDER,2-3 Story,Good,2007,"1,976",963,867,96,Attached,598,"9,203",3741252,No,2019-10-03 00:00:00,"$1,217,000","$1,815,500",105,39.98838635,-105.22521686496432
R0015492,Res,100,,INCA,PKWY,,BOULDER,Split-Level,Good,1993,"2,403",783,500,283,Attached,484,"12,051",3775295,No,2020-03-31 00:00:00,"$890,000","$1,292,100",105,39.9916999,-105.24242675442784
R0015345,Res,290,,INCA,PKWY,,BOULDER,Split-Level,Good,1982,"2,718",0,0,0,Attached,550,"14,180",3917969,No,2021-09-30 00:00:00,"$1,290,000","$1,514,100",105,39.99396198304796,-105.241573344657
R0015741,Res,490,,INCA,PKWY,,BOULDER,Ranch,Good,1962,"2,922",0,0,0,Attached,568,"13,967",3958827,No,2022-04-20 00:00:00,"$1,453,000","$1,453,000",105,39.9970087,-105.24090000119853
R0010796,Res,725,,INCA,PKWY,,BOULDER,Bi-Level,Average,2003,"2,111",106,0,106,Attached,492,"7,230",3742806,No,2019-10-14 00:00:00,"$770,000","$1,157,200",105,40.000570749999994,-105.2404360764071
R0012547,Res,830,,INCA,PKWY,,BOULDER,Ranch,Average,1993,"1,008",0,0,0,Detached,270,"7,498",3773340,No,2020-03-19 00:00:00,"$641,000","$926,200",105,40.0017782,-105.2396446127675
R0013199,Res,845,,INCA,PKWY,,BOULDER,Bi-Level,Average,1974,"1,949",300,0,300,Attached,300,"7,242",3935796,No,2021-12-16 00:00:00,"$862,000","$944,600",105,40.0022818,-105.23985718751264
R0060312,Res,5040,,INGERSOLL,PL,,BOULDER,Ranch,Good,1985,"1,571","1,571","1,421",150,Attached,460,"8,935",3933329,No,2021-11-24 00:00:00,"$800,000","$897,000",105,40.01060165,-105.23182007807782
R0060311,Res,5070,,INGERSOLL,PL,,BOULDER,2-3 Story,Good,1974,"1,858",648,194,454,Attached,528,"9,839",3742500,No,2019-10-11 00:00:00,"$765,000","$1,149,700",105,40.010697449999995,-105.23152475941208
R0060307,Res,5190,,INGERSOLL,PL,,BOULDER,Split-Level,Good,1995,"2,223",783,783,0,Attached,528,"9,697",3745445,No,2019-10-25 00:00:00,"$890,000","$1,337,600",105,40.01065095,-105.230389074978
R0015299,Res,115,,IROQUOIS,DR,,BOULDER,Ranch,Average,1993,"1,572","1,418","1,227",191,Attached,504,"8,309",3864000,No,2021-02-23 00:00:00,"$825,000","$1,089,000",105,39.9884837,-105.22868023803856
R0014983,Res,228,,IROQUOIS,DR,,BOULDER,Ranch,Average,1987,"1,288","1,288",396,892,Attached,504,"8,124",3842894,No,2020-12-15 00:00:00,"$750,000","$1,007,300",105,39.99161155,-105.2296383255294
R0014836,Res,275,,IROQUOIS,DR,,BOULDER,Bi-Level,Average,1982,"1,680",96,0,96,Attached,318,"7,581",3716972,No,2019-07-06 00:00:00,"$625,000","$939,300",105,39.9925439,-105.23016425595232
R0014018,Res,4764,,JACKSON,CIR,,BOULDER,2-3 Story,Good,1985,"2,236","1,020","1,020",0,Attached,576,"10,234",3963631,No,2022-05-20 00:00:00,"$1,600,000","$1,600,000",105,40.00927805,-105.23577939168295
R0011182,Res,1449,,JOHNSON,CT,,BOULDER,2-3 Story,Good,1996,"1,880",720,648,72,Attached,440,"8,180",3752891,No,2019-12-02 00:00:00,"$867,000","$1,291,700",105,40.01191115,-105.2314457755531
R0011858,Res,4892,,KELLOGG,CIR,,BOULDER,2-3 Story,Good,1985,"2,922","1,180","1,062",118,Attached,462,"7,469",3761536,No,2020-01-14 00:00:00,"$1,150,000","$1,687,600",105,40.0098388,-105.2330844
R0012336,Res,4899,,KELLOGG,CIR,,BOULDER,Split-Level,Good,1995,"2,443",775,775,0,Attached,527,"7,744",3752587,No,2019-11-25 00:00:00,"$1,075,000","$1,615,600",105,40.010362,-105.2330286590164
R0011413,Res,1424,,KENNEDY,CT,,BOULDER,2-3 Story,Good,1973,"2,336",896,0,896,Attached,506,"6,923",3974036,No,2022-07-27 00:00:00,"$925,000","$925,000",105,40.0116723,-105.23183289706634
R0009757,Res,1447,,KENNEDY,CT,,BOULDER,Split-Level,Good,1996,"2,141",642,578,64,Attached,441,"6,444",3783592,No,2020-05-11 00:00:00,"$914,000","$1,304,100",105,40.01177265,-105.232448347018
R0010438,Res,1467,,KENNEDY,CT,,BOULDER,Split-Level,Good,1992,"1,891",675,0,675,Attached,512,"8,438",3914185,No,2021-09-15 00:00:00,"$1,208,000","$1,408,700",105,40.01193275,-105.23238471819684
R0015001,Res,5325,,KEWANEE,DR,,BOULDER,2-3 Story,Average,1984,"1,590",795,390,405,Attached,530,"8,170",3969139,No,2022-06-24 00:00:00,"$1,250,000","$1,250,000",105,39.9919707,-105.2284281
R0014820,Res,5395,,KEWANEE,DR,,BOULDER,Bi-Level,Average,1966,"1,893",0,0,0,Attached,546,"8,763",3753487,No,2019-12-06 00:00:00,"$650,000","$968,400",105,39.991961450000005,-105.22711205
R0111047,Res,4892,,KINGS RIDGE,BLVD,,BOULDER,2-3 Story,Good,2003,"2,548","1,217","1,037",180,Attached,400,"5,727",3907885,No,2021-08-18 00:00:00,"$1,010,000","$1,212,800",105,40.0321102,-105.23980269598864
R0015128,Res,210,,KIOWA,PL,,BOULDER,Ranch,Good,2003,"2,062","1,534","1,381",153,Attached,725,"18,386",3949837,No,2022-03-04 00:00:00,"$1,986,100","$2,032,000",105,39.9920716,-105.2405973485717
R0015590,Res,275,,KIOWA,PL,,BOULDER,Ranch,Good,2002,"1,959",672,504,168,Attached,440,"14,250",3846967,No,2020-12-21 00:00:00,"$1,295,000","$1,735,800",105,39.99288265,-105.24101532683954
R0014858,Res,415,,KIOWA,PL,,BOULDER,Split-Level,Average,1981,"3,079",228,0,228,Attached,552,"17,778",3789145,No,2020-06-03 00:00:00,"$955,000","$1,350,900",105,39.9946965,-105.24085530664266
R0037813,Res,833,E,LAUREL,AVE,,BOULDER,2-3 Story,Good,2003,"2,201",0,0,0,Attached,449,"13,905",3935039,No,2021-12-14 00:00:00,"$1,475,000","$1,616,300",105,40.00397714212088,-105.22834642392183
R0037841,Res,895,E,LAUREL,AVE,,BOULDER,2-3 Story,Good,2003,"2,794",0,0,0,,0,"14,099",3737304,No,2019-09-18 00:00:00,"$1,300,000","$1,951,700",105,40.00397714212088,-105.22834642392183
R0037954,Res,5220,E,LAUREL,AVE,,BOULDER,Split-Level,Very Good,2002,"3,830",0,0,0,Attached,510,"13,954",3776366,No,2020-04-06 00:00:00,"$1,424,500","$2,050,100",105,40.0037452,-105.228546
R0037853,Res,5253,E,LAUREL,AVE,,BOULDER,2-3 Story,Good,1991,"3,090",0,0,0,Detached,624,"16,760",3745641,No,2019-10-28 00:00:00,"$1,100,000","$1,653,200",105,40.00397714212088,-105.22834642392183
R0037912,Res,5200,,LAUREL,AVE,,BOULDER,Ranch,Good,1985,"2,439",0,0,0,Attached,799,"18,832",3786071,No,2020-05-21 00:00:00,"$1,000,000","$1,426,800",105,40.00418155,-105.22870388526924
R0010428,Res,4730,,LEE,CIR,,BOULDER,2-3 Story,Good,1978,"2,934",924,693,231,Attached,441,"8,980",3810636,No,2020-08-24 00:00:00,"$816,000","$1,119,200",105,40.01068875,-105.23508566019368
R0011836,Res,4790,,LEE,CIR,,BOULDER,Split-Level,Good,1971,"2,796",960,0,960,Attached,506,"8,650",3957651,No,2022-04-19 00:00:00,"$1,255,000","$1,255,000",105,40.0111348,-105.23508534318898
R0010351,Res,4820,,LEE,CIR,,BOULDER,2-3 Story,Good,1995,"2,301","1,056",528,528,Attached,441,"9,867",3796296,No,2020-07-02 00:00:00,"$1,000,000","$1,402,400",105,40.01069615,-105.23419081794624
R0014665,Res,4825,,LEE,CIR,,BOULDER,2-3 Story,Good,1990,"2,133",640,560,80,Attached,441,"9,392",3940392,No,2022-01-04 00:00:00,"$1,160,000","$1,239,700",105,40.01108085,-105.23417213531042
R0015472,Res,200,,LIPAN,WAY,,BOULDER,Split-Level,Good,1994,"3,182",0,0,0,Attached,736,"14,417",3975936,No,2022-08-08 00:00:00,"$1,598,800","$1,587,800",105,39.99116785,-105.23981412717671
R0014870,Res,275,,LIPAN,WAY,,BOULDER,Split-Level,Good,1997,"2,229",0,0,0,Attached,550,"14,179",3776951,No,2020-04-06 00:00:00,"$1,077,500","$1,550,700",105,39.99262285,-105.2398528876268
R0015546,Res,430,,LIPAN,WAY,,BOULDER,Ranch,Good,1986,"2,240",0,0,0,Attached,572,"13,175",3897766,No,2021-06-30 00:00:00,"$1,125,000","$1,414,100",105,39.9950058,-105.23969116455211
R0015611,Res,480,,LIPAN,WAY,,BOULDER,Ranch,Good,2003,"2,891",0,0,0,Attached,805,"17,022",3813236,No,2020-09-03 00:00:00,"$1,319,600","$1,784,300",105,39.995650350000005,-105.2404596455524
R0111083,Res,1487,,LODGE,CT,,BOULDER,2-3 Story,Good,2009,"2,144","1,214","1,068",146,Attached,513,"5,218",3795445,No,2020-06-30 00:00:00,"$980,000","$1,386,300",105,40.012377,-105.2264687166801
R0111087,Res,1511,,LODGE,CT,,BOULDER,2-3 Story,Good,1994,"2,085","1,397","1,257",140,Attached,520,"5,825",3916058,No,2021-09-21 00:00:00,"$1,155,000","$1,355,600",105,40.013026,-105.226522755968
R0601184,Res,1400,,LODGE,LN,,BOULDER,2-3 Story,Good,2018,"3,602",0,0,0,Attached,870,"12,866",3973752,No,2022-07-01 00:00:00,"$2,195,000","$2,195,000",105,40.010902442166504,-105.22663418829848
R0108568,Res,1450,,LODGE,LN,,BOULDER,2-3 Story,Good,1995,"2,444","1,508","1,131",377,Attached,704,"9,022",3959896,No,2022-04-27 00:00:00,"$1,564,000","$1,554,000",105,40.011692499999995,-105.22619847195512
R0111062,Res,1523,,LODGE,LN,,BOULDER,2-3 Story,Good,1998,"2,068","1,418",0,"1,418",Attached,496,"6,956",3815624,No,2020-09-04 00:00:00,"$985,000","$1,357,600",105,40.0130105,-105.22715453400156
R0111069,Res,1547,,LODGE,LN,,BOULDER,2-3 Story,Good,2008,"2,028","1,416","1,275",141,Attached,400,"7,095",3737918,No,2019-09-20 00:00:00,"$930,000","$1,397,700",105,40.01359845,-105.2264875
R0111070,Res,1553,,LODGE,LN,,BOULDER,2-3 Story,Good,1993,"2,123","1,306","1,040",266,Attached,412,"6,368",3774405,No,2020-03-23 00:00:00,"$829,000","$1,189,000",105,40.013527499999995,-105.22631294963224
R0111072,Res,1563,,LODGE,LN,,BOULDER,2-3 Story,Good,2000,"2,028","1,417","1,417",0,Attached,398,"6,166",3876403,No,2021-04-08 00:00:00,"$975,000","$1,264,900",105,40.013606,-105.2259326124424
R0015384,Res,50,,MANHATTAN,DR,A,BOULDER,Bi-Level,Average,2008,"2,050",0,0,0,Attached,514,"8,366",3796593,No,2020-07-06 00:00:00,"$805,000","$1,128,900",105,39.98701775,-105.22722056683986
R0015009,Res,107,,MANHATTAN,DR,,BOULDER,Split-Level,Average,1984,"1,694",562,281,281,Attached,525,"8,000",3965581,No,2022-06-03 00:00:00,"$1,100,000","$1,100,000",105,39.98844395,-105.22775154814168
R0015572,Res,175,,MANHATTAN,DR,,BOULDER,Ranch,Average,1993,"1,232","1,233",925,308,Attached,448,"7,898",3923282,No,2021-10-21 00:00:00,"$860,000","$982,400",105,39.9901382,-105.2284719137505
R0015266,Res,205,,MANHATTAN,DR,,BOULDER,2-3 Story,Average,1985,"1,620",810,810,0,Attached,540,"10,159",3729022,No,2019-08-07 00:00:00,"$750,000","$1,127,200",105,39.9908633,-105.2290617385587
R0015418,Res,215,,MANHATTAN,DR,,BOULDER,Split-Level,Average,1987,"2,276",118,0,118,Attached,525,"9,315",3954616,No,2022-03-28 00:00:00,"$1,252,000","$1,280,900",105,39.99107775,-105.22919213501024
R0015278,Res,225,,MANHATTAN,DR,,BOULDER,Split-Level,Average,1966,"1,769",625,588,37,Attached,500,"9,657",3962174,No,2022-05-12 00:00:00,"$1,352,000","$1,352,000",105,39.9913459,-105.22923807567992
R0015690,Res,235,,MANHATTAN,DR,,BOULDER,Split-Level,Average,2005,"2,594",84,0,84,Attached,546,"8,127",3953301,No,2022-03-22 00:00:00,"$1,475,000","$1,509,100",105,39.99157155,-105.22925783439504
R0015309,Res,247,,MANHATTAN,DR,,BOULDER,Ranch,Average,2001,"1,552","1,232",308,924,Attached,480,"7,919",3811099,No,2020-08-24 00:00:00,"$787,500","$1,094,900",105,39.9920293,-105.22927050071428
R0015206,Res,365,,MANHATTAN,DR,,BOULDER,Split-Level,Average,1996,"2,146",593,500,93,Attached,517,"8,269",3797700,No,2020-07-09 00:00:00,"$801,000","$1,123,300",105,39.99450171886363,-105.2300203678157
R0015274,Res,385,,MANHATTAN,DR,,BOULDER,Bi-Level,Average,1989,"2,132",0,0,0,Attached,546,"9,561",3847488,No,2020-12-16 00:00:00,"$796,000","$1,069,000",105,39.99479129600267,-105.23001662204176
R0011148,Res,825,,MCINTIRE,ST,,BOULDER,Split-Level,Average,1987,"1,426",575,0,575,Attached,253,"8,769",3724466,No,2019-07-15 00:00:00,"$690,000","$1,037,000",105,40.00280535,-105.2341645
R0013875,Res,4700,,MCKINLEY,DR,,BOULDER,Split-Level,Good,2000,"2,429",676,676,0,Attached,483,"9,413",3845238,No,2020-12-01 00:00:00,"$1,000,000","$1,343,000",105,40.01149375,-105.23509674597273
R0010248,Res,4728,,MCKINLEY,DR,,BOULDER,Ranch,Good,1993,"1,566","1,482","1,482",0,Attached,441,"9,570",3929860,No,2021-11-17 00:00:00,"$995,000","$1,115,600",105,40.0107625,-105.23614736184751
R0013936,Res,4737,,MCKINLEY,DR,,BOULDER,Split-Level,Good,1970,"2,833",0,0,0,Attached,462,"8,393",3867304,No,2021-03-08 00:00:00,"$865,000","$1,131,900",105,40.01114925,-105.2367577
R0011115,Res,4751,,MCKINLEY,DR,,BOULDER,Ranch,Good,2008,"1,530","1,188",988,200,Attached,294,"8,139",3943769,No,2022-02-04 00:00:00,"$999,000","$1,045,800",105,40.01089915,-105.23716886809542
R0010873,Res,4760,,MCKINLEY,DR,,BOULDER,2-3 Story,Good,1967,"2,152",0,0,0,Attached,450,"8,223",3928431,No,2021-11-12 00:00:00,"$900,000","$1,009,100",105,40.01134305,-105.23773825369594
R0010580,Res,4764,,MCKINLEY,DR,,BOULDER,Bi-Level,Good,1980,"2,708",0,0,0,Attached,484,"7,718",3919063,No,2021-10-05 00:00:00,"$981,000","$1,125,300",105,40.01155795,-105.23776976263932
R0014522,Res,4774,,MCKINLEY,DR,,BOULDER,Ranch,Good,1983,"1,564","1,523","1,370",153,Attached,411,"15,147",3779068,No,2020-04-22 00:00:00,"$780,000","$1,115,400",105,40.0125297,-105.23720539108774
R0012383,Res,4775,,MCKINLEY,DR,,BOULDER,2-3 Story,Good,1994,"2,147",675,0,675,Attached,476,"8,154",3771821,No,2020-03-12 00:00:00,"$799,500","$1,146,200",105,40.0121807,-105.2368463505722
